team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
Zeke Virus,6,Jared Goff,QB,LAR,QB,17.92,399.p.29235
Zeke Virus,6,Odell Beckham Jr.,WR,Cle,WR,4.5,399.p.27540
Zeke Virus,6,Cooper Kupp,WR,LAR,WR,4.1,399.p.30182
Zeke Virus,6,Todd Gurley II,RB,Atl,RB,9.7,399.p.28398
Zeke Virus,6,Ezekiel Elliott,RB,Dal,RB,12.0,399.p.29238
Zeke Virus,6,Jonnu Smith,TE,Ten,TE,2.3,399.p.30213
Zeke Virus,6,David Johnson,RB,Hou,W/R/T,13.9,399.p.28474
Zeke Virus,6,Myles Gaskin,RB,Mia,W/R/T,16.6,399.p.32066
Zeke Virus,6,Matt Ryan,QB,Atl,BN,35.64,399.p.8780
Zeke Virus,6,Brandin Cooks,WR,Hou,BN,21.8,399.p.27548
Zeke Virus,6,Evan Engram,TE,NYG,BN,5.0,399.p.30136
Zeke Virus,6,Leonard Fournette,RB,TB,BN,0.0,399.p.30117
Zeke Virus,6,Corey Davis,WR,Ten,BN,0.0,399.p.30118
Zeke Virus,6,Devonta Freeman,RB,NYG,BN,6.7,399.p.27631
Zeke Virus,6,Mike Williams,WR,LAC,BN,0.0,399.p.30120
Zeke Virus,6,Harrison Butker,K,KC,K,8.0,399.p.30346
Zeke Virus,6,Chicago,DEF,Chi,DEF,11.0,399.p.100003
Zeke Virus,6,Tampa Bay,DEF,TB,BN,19.0,399.p.100027
3HeadedATK,6,Tom Brady,QB,TB,QB,16.64,399.p.5228
3HeadedATK,6,JuJu Smith-Schuster,WR,Pit,WR,2.6,399.p.30175
3HeadedATK,6,Kenny Golladay,WR,Det,WR,14.5,399.p.30209
3HeadedATK,6,James Robinson,RB,Jax,RB,15.3,399.p.33138
3HeadedATK,6,James Conner,RB,Pit,RB,17.2,399.p.30218
3HeadedATK,6,Noah Fant,TE,Den,TE,0.0,399.p.31852
3HeadedATK,6,Jonathan Taylor,RB,Ind,W/R/T,15.5,399.p.32711
3HeadedATK,6,Julio Jones,WR,Atl,W/R/T,33.7,399.p.24793
3HeadedATK,6,Tyler Boyd,WR,Cin,BN,12.9,399.p.29288
3HeadedATK,6,Darren Waller,TE,LV,BN,0.0,399.p.28592
