team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
Zeke Virus,3,Matt Ryan,QB,Atl,QB,13.42,399.p.8780
Zeke Virus,3,Odell Beckham Jr.,WR,Cle,WR,9.9,399.p.27540
Zeke Virus,3,Cooper Kupp,WR,LAR,WR,25.7,399.p.30182
Zeke Virus,3,Ezekiel Elliott,RB,Dal,RB,17.8,399.p.29238
Zeke Virus,3,Leonard Fournette,RB,TB,RB,4.2,399.p.30117
Zeke Virus,3,Evan Engram,TE,NYG,TE,5.2,399.p.30136
Zeke Virus,3,Todd Gurley II,RB,Atl,W/R/T,15.2,399.p.28398
Zeke Virus,3,Corey Davis,WR,Ten,W/R/T,11.9,399.p.30118
Zeke Virus,3,David Johnson,RB,Hou,BN,12.6,399.p.28474
Zeke Virus,3,Jonnu Smith,TE,Ten,BN,11.1,399.p.30213
Zeke Virus,3,Brandin Cooks,WR,Hou,BN,5.3,399.p.27548
Zeke Virus,3,Sterling Shepard,WR,NYG,BN,0.0,399.p.29274
Zeke Virus,3,Jared Goff,QB,LAR,BN,30.24,399.p.29235
Zeke Virus,3,Myles Gaskin,RB,Mia,BN,14.5,399.p.32066
Zeke Virus,3,Devonta Freeman,RB,NYG,BN,1.0,399.p.27631
Zeke Virus,3,Harrison Butker,K,KC,K,4.0,399.p.30346
Zeke Virus,3,Tennessee,DEF,Ten,DEF,7.0,399.p.100010
Zeke Virus,3,Minnesota,DEF,Min,BN,2.0,399.p.100016
3HeadedATK,3,Tom Brady,QB,TB,QB,26.88,399.p.5228
3HeadedATK,3,Tyler Boyd,WR,Cin,WR,22.5,399.p.29288
3HeadedATK,3,Kenny Golladay,WR,Det,WR,17.7,399.p.30209
3HeadedATK,3,Nick Chubb,RB,Cle,RB,24.0,399.p.31005
3HeadedATK,3,James Conner,RB,Pit,RB,24.9,399.p.30218
3HeadedATK,3,Darren Waller,TE,LV,TE,2.9,399.p.28592
3HeadedATK,3,Jonathan Taylor,RB,Ind,W/R/T,13.2,399.p.32711
3HeadedATK,3,JuJu Smith-Schuster,WR,Pit,W/R/T,16.3,399.p.30175
3HeadedATK,3,Julio Jones,WR,Atl,BN,0.0,399.p.24793
3HeadedATK,3,Marquise Brown,WR,Bal,BN,3.3,399.p.31857
3HeadedATK,3,Zack Moss,RB,Buf,BN,0.0,399.p.32756
3HeadedATK,3,Carson Wentz,QB,Phi,BN,24.5,399.p.29236
3HeadedATK,3,Noah Fant,TE,Den,BN,9.6,399.p.31852
3HeadedATK,3,Daniel Jones,QB,NYG,BN,9.06,399.p.31838
3HeadedATK,3,James Robinson,RB,Jax,BN,30.9,399.p.33138
3HeadedATK,3,Robbie Gould,K,SF,K,14.0,399.p.7520
3HeadedATK,3,Denver,DEF,Den,DEF,4.0,399.p.100007
3HeadedATK,3,Kansas City,DEF,KC,BN,7.0,399.p.100012
Big Bucs No Whammies,3,Kyler Murray,QB,Ari,QB,26.7,399.p.31833
Big Bucs No Whammies,3,Mike Evans,WR,TB,WR,14.2,399.p.27535
Big Bucs No Whammies,3,Adam Thielen,WR,Min,WR,12.3,399.p.27277
Big Bucs No Whammies,3,Derrick Henry,RB,Ten,RB,27.0,399.p.29279
Big Bucs No Whammies,3,Joshua Kelley,RB,LAC,RB,5.2,399.p.32782
Big Bucs No Whammies,3,Jordan Reed,TE,SF,TE,4.3,399.p.26708
Big Bucs No Whammies,3,Stefon Diggs,WR,Buf,W/R/T,14.9,399.p.28534
Big Bucs No Whammies,3,Julian Edelman,WR,NE,W/R/T,4.2,399.p.9496
Big Bucs No Whammies,3,Nyheim Hines,RB,Ind,BN,10.1,399.p.31074
Big Bucs No Whammies,3,John Brown,WR,Buf,BN,0.0,399.p.27619
Big Bucs No Whammies,3,Rob Gronkowski,TE,TB,BN,10.8,399.p.24017
Big Bucs No Whammies,3,Eric Ebron,TE,Pit,BN,16.2,399.p.27538
Big Bucs No Whammies,3,Cam Newton,QB,NE,BN,13.18,399.p.24788
Big Bucs No Whammies,3,Jerry Jeudy,WR,Den,BN,10.5,399.p.32685
Big Bucs No Whammies,3,O.J. Howard,TE,TB,BN,7.9,399.p.30132
Big Bucs No Whammies,3,Mike Williams,WR,LAC,BN,2.7,399.p.30120
Big Bucs No Whammies,3,Ryan Succop,K,TB,K,9.0,399.p.9520
Big Bucs No Whammies,3,Tampa Bay,DEF,TB,DEF,18.0,399.p.100027
Birds Like I'm Julio,3,Patrick Mahomes,QB,KC,QB,44.0,399.p.30123
