team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
Zeke Virus,14,Justin Herbert,QB,LAC,QB,18.72,399.p.32676
Zeke Virus,14,Tyler Lockett,WR,Sea,WR,10.2,399.p.28457
Zeke Virus,14,Cooper Kupp,WR,LAR,WR,14.3,399.p.30182
Zeke Virus,14,Ezekiel Elliott,RB,Dal,RB,7.9,399.p.29238
Zeke Virus,14,Wayne Gallman Jr.,RB,NYG,RB,10.3,399.p.30253
Zeke Virus,14,Jonnu Smith,TE,Ten,TE,4.3,399.p.30213
Zeke Virus,14,Keke Coutee,WR,Hou,W/R/T,9.4,399.p.31073
Zeke Virus,14,T.Y. Hilton,WR,Ind,W/R/T,25.6,399.p.25802
Zeke Virus,14,Mike Williams,WR,LAC,BN,0.0,399.p.30120
Zeke Virus,14,Corey Davis,WR,Ten,BN,4.4,399.p.30118
Zeke Virus,14,Evan Engram,TE,NYG,BN,3.8,399.p.30136
Zeke Virus,14,Myles Gaskin,RB,Mia,BN,0.0,399.p.32066
Zeke Virus,14,Brandin Cooks,WR,Hou,BN,0.0,399.p.27548
Zeke Virus,14,Todd Gurley II,RB,Atl,BN,5.1,399.p.28398
Zeke Virus,14,Matt Ryan,QB,Atl,BN,11.26,399.p.8780
Zeke Virus,14,Harrison Butker,K,KC,K,8.0,399.p.30346
Zeke Virus,14,Los Angeles,DEF,LAR,DEF,21.0,399.p.100014
Zeke Virus,14,Tampa Bay,DEF,TB,BN,9.0,399.p.100027
3HeadedATK,14,Kirk Cousins,QB,Min,QB,18.1,399.p.25812
3HeadedATK,14,Tyler Boyd,WR,Cin,WR,9.3,399.p.29288
3HeadedATK,14,JuJu Smith-Schuster,WR,Pit,WR,17.5,399.p.30175
3HeadedATK,14,Nick Chubb,RB,Cle,RB,24.3,399.p.31005
3HeadedATK,14,Jonathan Taylor,RB,Ind,RB,30.5,399.p.32711
3HeadedATK,14,Darren Waller,TE,LV,TE,14.5,399.p.28592
3HeadedATK,14,Julio Jones,WR,Atl,W/R/T,0.0,399.p.24793
3HeadedATK,14,James Robinson,RB,Jax,W/R/T,12.3,399.p.33138
3HeadedATK,14,Tom Brady,QB,TB,BN,17.64,399.p.5228
3HeadedATK,14,James Conner,RB,Pit,BN,1.8,399.p.30218
3HeadedATK,14,Kenny Golladay,WR,Det,BN,0.0,399.p.30209
3HeadedATK,14,Zack Moss,RB,Buf,BN,4.3,399.p.32756
3HeadedATK,14,Noah Fant,TE,Den,BN,0.0,399.p.31852
3HeadedATK,14,Marquise Brown,WR,Bal,BN,13.0,399.p.31857
3HeadedATK,14,Michael Badgley,K,LAC,K,9.0,399.p.31366
3HeadedATK,14,Robbie Gould,K,SF,BN,1.0,399.p.7520
3HeadedATK,14,Kansas City,DEF,KC,DEF,14.0,399.p.100012
3HeadedATK,14,Denver,DEF,Den,BN,10.0,399.p.100007
Big Bucs No Whammies,14,Kyler Murray,QB,Ari,QB,19.46,399.p.31833
Big Bucs No Whammies,14,Stefon Diggs,WR,Buf,WR,29.1,399.p.28534
Big Bucs No Whammies,14,Adam Thielen,WR,Min,WR,6.9,399.p.27277
Big Bucs No Whammies,14,Derrick Henry,RB,Ten,RB,36.2,399.p.29279
Big Bucs No Whammies,14,J.D. McKissic,RB,Was,RB,10.6,399.p.29650
Big Bucs No Whammies,14,Rob Gronkowski,TE,TB,TE,7.2,399.p.24017
Big Bucs No Whammies,14,Cole Beasley,WR,Buf,W/R/T,9.1,399.p.26060
Big Bucs No Whammies,14,Mike Evans,WR,TB,W/R/T,8.6,399.p.27535
Big Bucs No Whammies,14,Nyheim Hines,RB,Ind,BN,11.5,399.p.31074
Big Bucs No Whammies,14,Eric Ebron,TE,Pit,BN,7.0,399.p.27538
Big Bucs No Whammies,14,Latavius Murray,RB,NO,BN,1.7,399.p.26804
Big Bucs No Whammies,14,Jerry Jeudy,WR,Den,BN,6.2,399.p.32685
Big Bucs No Whammies,14,Cam Newton,QB,NE,BN,5.36,399.p.24788
Big Bucs No Whammies,14,Michael Pittman Jr.,WR,Ind,BN,6.5,399.p.32704
Big Bucs No Whammies,14,Keelan Cole Sr.,WR,Jax,BN,19.7,399.p.30396
Big Bucs No Whammies,14,Jason Myers,K,Sea,K,11.0,399.p.28378
Big Bucs No Whammies,14,New Orleans,DEF,NO,DEF,2.0,399.p.100018
Big Bucs No Whammies,14,Las Vegas,DEF,LV,BN,-4.0,399.p.100013
Birds Like I'm Julio,14,Patrick Mahomes,QB,KC,QB,23.62,399.p.30123
Birds Like I'm Julio,14,Justin Jefferson,WR,Min,WR,9.9,399.p.32692
Birds Like I'm Julio,14,DeVante Parker,WR,Mia,WR,0.0,399.p.28402
Birds Like I'm Julio,14,Jamaal Williams,RB,GB,RB,3.8,399.p.30247
Birds Like I'm Julio,14,DeAndre Washington,RB,Mia,RB,7.2,399.p.29377
Birds Like I'm Julio,14,Robert Tonyan,TE,GB,TE,14.6,399.p.30777
Birds Like I'm Julio,14,Amari Cooper,WR,Dal,W/R/T,15.1,399.p.28392
Birds Like I'm Julio,14,Brandon Aiyuk,WR,SF,W/R/T,21.9,399.p.32695
Birds Like I'm Julio,14,Chase Edmonds,RB,Ari,BN,9.3,399.p.31104
Birds Like I'm Julio,14,David Johnson,RB,Hou,BN,0.0,399.p.28474
Birds Like I'm Julio,14,Gus Edwards,RB,Bal,BN,18.3,399.p.31424
Birds Like I'm Julio,14,Jared Cook,TE,NO,BN,12.7,399.p.9353
Birds Like I'm Julio,14,Phillip Lindsay,RB,Den,BN,5.1,399.p.31379
Birds Like I'm Julio,14,Jared Goff,QB,LAR,BN,16.58,399.p.29235
Birds Like I'm Julio,14,George Kittle,TE,SF,BN,0.0,399.p.30259
Birds Like I'm Julio,14,Mark Ingram II,RB,Bal,BN,0.0,399.p.24815
Birds Like I'm Julio,14,Greg Zuerlein,K,Dal,K,14.0,399.p.25881
Birds Like I'm Julio,14,Green Bay,DEF,GB,DEF,4.0,399.p.100009
DJeango,14,Derek Carr,QB,LV,QB,27.84,399.p.27564
DJeango,14,Robert Woods,WR,LAR,WR,8.1,399.p.26664
DJeango,14,Jamison Crowder,WR,NYJ,WR,2.7,399.p.28493
DJeango,14,David Montgomery,RB,Chi,RB,24.5,399.p.31905
DJeango,14,Raheem Mostert,RB,SF,RB,9.0,399.p.28654
DJeango,14,Travis Kelce,TE,KC,TE,27.6,399.p.26686
DJeango,14,Chris Godwin,WR,TB,W/R/T,4.5,399.p.30197
DJeango,14,Sammy Watkins,WR,KC,W/R/T,7.2,399.p.27532
DJeango,14,Christian McCaffrey,RB,Car,BN,0.0,399.p.30121
DJeango,14,Antonio Gibson,RB,Was,BN,0.0,399.p.32736
DJeango,14,DJ Moore,WR,Car,BN,0.0,399.p.30994
DJeango,14,Jalen Reagor,WR,Phi,BN,8.5,399.p.32691
DJeango,14,Kalen Ballage,RB,LAC,BN,3.0,399.p.31100
DJeango,14,Teddy Bridgewater,QB,Car,BN,20.42,399.p.27560
DJeango,14,Mike Gesicki,TE,Mia,BN,23.5,399.p.31012
DJeango,14,Daniel Carlson,K,LV,K,9.0,399.p.31137
DJeango,14,Washington,DEF,Was,DEF,23.0,399.p.100028
Eli Man Penguin Boy,14,Aaron Rodgers,QB,GB,QB,33.9,399.p.7200
Eli Man Penguin Boy,14,Michael Thomas,WR,NO,WR,16.4,399.p.29281
Eli Man Penguin Boy,14,Tyreek Hill,WR,KC,WR,26.1,399.p.29399
Eli Man Penguin Boy,14,Aaron Jones,RB,GB,RB,9.5,399.p.30295
Eli Man Penguin Boy,14,Chris Carson,RB,Sea,RB,18.8,399.p.30362
Eli Man Penguin Boy,14,Dallas Goedert,TE,Phi,TE,8.3,399.p.31019
Eli Man Penguin Boy,14,Jarvis Landry,WR,Cle,W/R/T,11.68,399.p.27591
Eli Man Penguin Boy,14,DJ Chark Jr.,WR,Jax,W/R/T,3.6,399.p.31031
Eli Man Penguin Boy,14,D'Andre Swift,RB,Det,BN,15.0,399.p.32705
Eli Man Penguin Boy,14,Zach Ertz,TE,Phi,BN,2.8,399.p.26658
Eli Man Penguin Boy,14,Damien Harris,RB,NE,BN,6.0,399.p.31919
Eli Man Penguin Boy,14,Mike Davis,RB,Car,BN,26.3,399.p.28514
Eli Man Penguin Boy,14,Logan Thomas,TE,Was,BN,10.3,399.p.27648
Eli Man Penguin Boy,14,Le'Veon Bell,RB,KC,BN,5.5,399.p.26671
Eli Man Penguin Boy,14,Drew Brees,QB,NO,BN,0.0,399.p.5479
Eli Man Penguin Boy,14,Matt Prater,K,Det,K,6.0,399.p.8565
Eli Man Penguin Boy,14,Miami,DEF,Mia,DEF,10.0,399.p.100015
Eli Man Penguin Boy,14,Carolina,DEF,Car,BN,2.0,399.p.100029
Obi 'Quon Kenobi,14,Russell Wilson,QB,Sea,QB,27.14,399.p.25785
Obi 'Quon Kenobi,14,DK Metcalf,WR,Sea,WR,18.1,399.p.31896
Obi 'Quon Kenobi,14,DeAndre Hopkins,WR,Ari,WR,22.6,399.p.26650
Obi 'Quon Kenobi,14,Giovani Bernard,RB,Cin,RB,3.3,399.p.26660
Obi 'Quon Kenobi,14,J.K. Dobbins,RB,Bal,RB,13.3,399.p.32725
Obi 'Quon Kenobi,14,T.J. Hockenson,TE,Det,TE,16.3,399.p.31840
Obi 'Quon Kenobi,14,Marvin Jones Jr.,WR,Det,W/R/T,8.8,399.p.25876
Obi 'Quon Kenobi,14,Mark Andrews,TE,Bal,W/R/T,12.8,399.p.31056
Obi 'Quon Kenobi,14,Allen Lazard,WR,GB,BN,3.9,399.p.31268
Obi 'Quon Kenobi,14,Travis Fulgham,WR,Phi,BN,0.0,399.p.32016
Obi 'Quon Kenobi,14,Devin Singletary,RB,Buf,BN,4.4,399.p.31906
Obi 'Quon Kenobi,14,Joe Mixon,RB,Cin,BN,0.0,399.p.30161
Obi 'Quon Kenobi,14,Emmanuel Sanders,WR,NO,BN,13.8,399.p.24057
Obi 'Quon Kenobi,14,CeeDee Lamb,WR,Dal,BN,8.1,399.p.32687
Obi 'Quon Kenobi,14,Jakobi Meyers,WR,NE,BN,8.7,399.p.32231
Obi 'Quon Kenobi,14,Adrian Peterson,RB,Det,BN,4.0,399.p.8261
Obi 'Quon Kenobi,14,Wil Lutz,K,NO,K,3.0,399.p.29754
Obi 'Quon Kenobi,14,Indianapolis,DEF,Ind,DEF,12.0,399.p.100011
FreshPrinceOfHelaire,14,Ryan Tannehill,QB,Ten,QB,18.48,399.p.25718
