team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
Zeke Virus,9,Justin Herbert,QB,LAC,QB,25.44,399.p.32676
Zeke Virus,9,Tyler Lockett,WR,Sea,WR,8.0,399.p.28457
Zeke Virus,9,Brandin Cooks,WR,Hou,WR,17.3,399.p.27548
Zeke Virus,9,Todd Gurley II,RB,Atl,RB,13.5,399.p.28398
Zeke Virus,9,Leonard Fournette,RB,TB,RB,10.1,399.p.30117
Zeke Virus,9,Jonnu Smith,TE,Ten,TE,11.2,399.p.30213
Zeke Virus,9,Mike Williams,WR,LAC,W/R/T,13.1,399.p.30120
Zeke Virus,9,Corey Davis,WR,Ten,W/R/T,0.0,399.p.30118
Zeke Virus,9,Ezekiel Elliott,RB,Dal,BN,8.9,399.p.29238
Zeke Virus,9,Myles Gaskin,RB,Mia,BN,0.0,399.p.32066
Zeke Virus,9,Cooper Kupp,WR,LAR,BN,0.0,399.p.30182
Zeke Virus,9,Matt Ryan,QB,Atl,BN,26.36,399.p.8780
Zeke Virus,9,Evan Engram,TE,NYG,BN,15.8,399.p.30136
Zeke Virus,9,Devonta Freeman,RB,NYG,BN,0.0,399.p.27631
Zeke Virus,9,T.Y. Hilton,WR,Ind,BN,0.0,399.p.25802
Zeke Virus,9,Harrison Butker,K,KC,K,11.0,399.p.30346
Zeke Virus,9,Tampa Bay,DEF,TB,DEF,1.0,399.p.100027
Zeke Virus,9,Chicago,DEF,Chi,BN,4.0,399.p.100003
3HeadedATK,9,Tom Brady,QB,TB,QB,5.36,399.p.5228
3HeadedATK,9,JuJu Smith-Schuster,WR,Pit,WR,21.3,399.p.30175
3HeadedATK,9,Julio Jones,WR,Atl,WR,16.4,399.p.24793
3HeadedATK,9,James Conner,RB,Pit,RB,4.0,399.p.30218
3HeadedATK,9,Jonathan Taylor,RB,Ind,RB,9.4,399.p.32711
3HeadedATK,9,Darren Waller,TE,LV,TE,13.2,399.p.28592
3HeadedATK,9,James Robinson,RB,Jax,W/R/T,15.9,399.p.33138
3HeadedATK,9,Zack Moss,RB,Buf,W/R/T,12.8,399.p.32756
3HeadedATK,9,Kenny Golladay,WR,Det,BN,0.0,399.p.30209
3HeadedATK,9,Tyler Boyd,WR,Cin,BN,0.0,399.p.29288
3HeadedATK,9,Noah Fant,TE,Den,BN,7.5,399.p.31852
3HeadedATK,9,Nick Chubb,RB,Cle,BN,0.0,399.p.31005
3HeadedATK,9,Marquise Brown,WR,Bal,BN,6.8,399.p.31857
3HeadedATK,9,Carson Wentz,QB,Phi,BN,0.0,399.p.29236
3HeadedATK,9,Daniel Jones,QB,NYG,BN,13.88,399.p.31838
3HeadedATK,9,Robbie Gould,K,SF,K,5.0,399.p.7520
3HeadedATK,9,Kansas City,DEF,KC,DEF,1.0,399.p.100012
3HeadedATK,9,Denver,DEF,Den,BN,3.0,399.p.100007
Big Bucs No Whammies,9,Kyler Murray,QB,Ari,QB,40.92,399.p.31833
Big Bucs No Whammies,9,Stefon Diggs,WR,Buf,WR,20.8,399.p.28534
Big Bucs No Whammies,9,Adam Thielen,WR,Min,WR,5.8,399.p.27277
Big Bucs No Whammies,9,Derrick Henry,RB,Ten,RB,6.8,399.p.29279
Big Bucs No Whammies,9,Nyheim Hines,RB,Ind,RB,5.8,399.p.31074
Big Bucs No Whammies,9,Rob Gronkowski,TE,TB,TE,1.2,399.p.24017
Big Bucs No Whammies,9,Mike Evans,WR,TB,W/R/T,10.4,399.p.27535
Big Bucs No Whammies,9,Jerry Jeudy,WR,Den,W/R/T,25.5,399.p.32685
Big Bucs No Whammies,9,J.D. McKissic,RB,Was,BN,17.2,399.p.29650
Big Bucs No Whammies,9,Adrian Peterson,RB,Det,BN,7.3,399.p.8261
Big Bucs No Whammies,9,Cam Newton,QB,NE,BN,24.56,399.p.24788
Big Bucs No Whammies,9,Christian Kirk,WR,Ari,BN,23.3,399.p.31017
Big Bucs No Whammies,9,Eric Ebron,TE,Pit,BN,11.2,399.p.27538
Big Bucs No Whammies,9,Cole Beasley,WR,Buf,BN,6.9,399.p.26060
Big Bucs No Whammies,9,Dez Bryant,WR,Bal,BN,0.0,399.p.23999
Big Bucs No Whammies,9,Ryan Succop,K,TB,K,4.0,399.p.9520
Big Bucs No Whammies,9,Tennessee,DEF,Ten,DEF,14.0,399.p.100010
Big Bucs No Whammies,9,New Orleans,DEF,NO,BN,16.0,399.p.100018
Birds Like I'm Julio,9,Patrick Mahomes,QB,KC,QB,34.88,399.p.30123
Birds Like I'm Julio,9,Justin Jefferson,WR,Min,WR,9.4,399.p.32692
Birds Like I'm Julio,9,Amari Cooper,WR,Dal,WR,12.5,399.p.28392
Birds Like I'm Julio,9,David Johnson,RB,Hou,RB,1.6,399.p.28474
Birds Like I'm Julio,9,Chase Edmonds,RB,Ari,RB,11.8,399.p.31104
Birds Like I'm Julio,9,Jared Cook,TE,NO,TE,3.0,399.p.9353
Birds Like I'm Julio,9,DeVante Parker,WR,Mia,W/R/T,12.4,399.p.28402
Birds Like I'm Julio,9,Phillip Lindsay,RB,Den,W/R/T,2.3,399.p.31379
Birds Like I'm Julio,9,Brandon Aiyuk,WR,SF,BN,0.0,399.p.32695
Birds Like I'm Julio,9,A.J. Green,WR,Cin,BN,0.0,399.p.24791
